ID,Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Dt_Cus_weekday,Dt_Cus_month,Dt_Cus_quarter,Dt_Cus_year,Membership_day,Total_children,Total_Mnt,Total_purchases,Total_accepted_cpm,Living_Status,Family_size,Age,Cluster No.
8420,2n Cycle,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,4,3,1,2013,638,0,64,8,0,Together,2,44,4
3174,Graduation,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,2,5,2,2013,563,1,1957,20,5,Together,3,55,0
7685,Graduation,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,0,9,3,2013,453,1,78,7,0,Together,3,36,3
3179,Graduation,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,6,6,2,2013,538,0,1572,19,0,Single,1,34,0
9780,Master,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,1,6,2,2013,529,1,795,26,0,Together,3,43,1
10681,2n Cycle,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,2,1,1,2014,325,1,889,26,0,Together,3,44,2
10232,PhD,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,5,5,2,2013,574,1,331,15,0,Single,2,51,4
4184,PhD,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,6,7,3,2014,153,1,265,12,0,Together,3,64,3
9120,Graduation,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,5,5,2,2012,938,1,1065,19,0,Single,2,52,1
891,Master,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,1,7,3,2013,515,2,11,4,0,Together,4,63,3
10381,Graduation,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,1,5,2,2013,578,1,21,4,0,Single,2,35,4
3525,Graduation,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,7,3,2012,877,2,17,4,0,Together,4,44,3
6818,Graduation,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,6,12,4,2012,727,1,369,16,0,Together,3,40,1
3526,PhD,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,0,1,1,2014,313,2,38,6,0,Together,4,46,3
8181,2n Cycle,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,4,9,3,2013,449,1,177,11,0,Single,2,36,4
1029,PhD,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,1,1,1,2013,697,1,279,12,0,Together,3,44,3
7369,Master,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,6,2,1,2013,664,1,62,7,0,Together,3,33,3
2574,PhD,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,3,1,1,2013,674,1,1230,21,4,Together,3,37,2
8159,Graduation,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,5,1,1,2014,336,2,182,11,0,Together,4,46,3
1160,Graduation,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,4,8,3,2013,470,2,49,10,0,Together,4,44,3
10242,PhD,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,0,9,3,2013,446,2,75,8,0,Together,4,48,3
5253,Master,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,5,9,3,2013,455,2,227,16,0,Together,4,58,3
5966,PhD,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,3,10,4,2012,786,2,215,15,1,Together,4,40,1
5314,Graduation,40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,0,3,1,2013,628,1,444,20,0,Together,3,63,1
5081,2n Cycle,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,6,10,4,2013,412,2,47,5,0,Together,4,47,3
5123,Master,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,0,4,2,2013,600,0,143,7,0,Together,2,63,4
5756,Graduation,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,1,3,1,2014,277,1,55,7,0,Together,3,31,4
8036,2n Cycle,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,4,4,2,2014,232,2,63,11,0,Together,4,43,3
9058,Graduation,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,6,9,3,2012,804,0,1867,22,4,Single,1,59,0
5057,Master,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,5,9,3,2013,448,1,611,20,0,Together,3,53,1
254,Graduation,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,5,5,2,2014,203,1,473,18,1,Together,3,59,1
4179,Graduation,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,1,8,3,2013,473,0,55,6,0,Together,2,55,4
3710,PhD,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,0,12,4,2012,726,1,81,7,1,Single,2,30,4
7627,Master,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,2,12,4,2012,724,0,2086,21,3,Together,2,39,0
4501,Master,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,4,10,4,2013,421,0,1478,20,0,Single,1,49,0
6424,Graduation,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,3,1,1,2014,310,1,49,5,0,Together,3,37,4
3075,PhD,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,5,11,4,2013,392,0,382,15,0,Together,2,42,1
4992,Master,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,3,9,3,2013,443,1,69,9,1,Together,3,39,3
5252,Graduation,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,4,10,4,2012,771,1,67,6,0,Single,2,45,4
7444,Master,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,5,10,4,2013,413,2,30,6,0,Together,4,45,3
6919,2n Cycle,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,5,4,2,2013,609,1,63,9,0,Together,3,36,3
3537,Graduation,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,4,8,3,2012,841,1,79,10,0,Together,3,33,3
10277,Graduation,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,3,2,1,2013,653,1,42,5,0,Single,2,53,4
2453,Graduation,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,4,8,3,2012,827,1,819,23,0,Together,3,54,1
7972,Graduation,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,1,9,3,2013,445,0,1151,17,0,Single,1,59,2
895,PhD,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,2,9,3,2012,815,2,594,20,0,Together,4,66,1
1177,Master,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,5,1,1,2013,679,2,129,11,0,Together,4,48,3
7141,Master,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,5,12,4,2012,707,1,213,12,1,Single,2,28,3
7232,Graduation,42429.0,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,6,11,4,2014,34,1,67,7,0,Single,2,41,4
8477,Graduation,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,6,11,4,2013,398,3,28,5,0,Single,4,58,3
2457,Basic,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,4,10,4,2012,771,1,45,6,0,Together,3,39,3
988,Graduation,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,5,7,3,2014,154,0,1193,18,1,Together,2,49,2
7930,Master,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,0,8,3,2013,474,0,268,12,0,Single,1,45,4
4587,Master,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,3,7,3,2013,506,0,266,12,0,Single,1,70,4
6682,Basic,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,0,11,4,2012,754,1,37,5,0,Together,3,41,3
6222,Graduation,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,0,10,4,2013,404,3,37,7,0,Together,5,47,3
10299,PhD,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,1,9,3,2012,816,0,882,25,1,Single,1,45,2
3083,Graduation,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,4,7,3,2013,498,2,373,18,0,Together,4,40,1
8953,Master,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,2,6,2,2013,549,3,35,6,0,Single,4,49,3
1503,PhD,162397.0,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,2,3,1,2013,640,2,107,1,0,Together,4,38,3
8650,Graduation,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,0,3,1,2013,628,2,42,5,0,Single,3,36,4
10862,Master,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,4,8,3,2012,841,1,326,17,0,Together,3,54,1
2782,PhD,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,3,11,4,2013,394,1,404,17,0,Together,3,53,1
6941,Graduation,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,6,7,3,2013,510,0,95,6,0,Single,1,43,4
10972,Graduation,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,4,10,4,2014,64,0,939,14,2,Single,1,65,0
10708,2n Cycle,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,5,12,4,2013,343,1,33,5,0,Single,2,36,4
6583,2n Cycle,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,2,3,1,2013,640,0,981,21,1,Together,2,59,2
3641,Graduation,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,6,1,1,2013,685,1,36,7,0,Together,3,38,3
10156,Graduation,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,2,3,1,2013,640,1,1237,20,0,Single,2,39,2
4299,Graduation,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,4,9,3,2012,806,1,1825,34,1,Together,3,54,2
3469,PhD,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,5,6,2,2012,910,2,103,9,0,Single,3,37,3
5063,Graduation,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,1,12,4,2012,718,1,191,12,0,Single,2,37,3
10727,PhD,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,1,11,4,2013,382,1,1586,25,0,Together,3,44,2
9624,PhD,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,4,6,2,2014,176,0,963,14,0,Together,2,56,2
5156,2n Cycle,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,2,1,1,2014,325,1,889,26,0,Together,3,44,2
4376,2n Cycle,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,5,2,1,2014,294,0,93,7,2,Single,1,54,4
8923,Graduation,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,3,4,2,2013,597,0,1587,21,1,Single,1,41,0
8461,Graduation,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,4,10,4,2014,64,3,16,4,0,Single,4,52,4
6945,Graduation,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,5,4,2,2013,609,0,1375,32,0,Single,1,62,0
944,Graduation,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,3,8,3,2013,492,1,393,14,0,Together,3,52,1
1907,Master,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,4,9,3,2012,799,1,1477,26,1,Single,2,64,2
701,Graduation,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,1,6,2,2013,543,1,1179,18,1,Together,3,43,2
3856,Graduation,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,3,5,2,2012,940,1,1005,26,0,Together,3,54,1
4149,PhD,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,1,5,2,2014,207,0,1348,21,0,Together,2,66,2
2131,PhD,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,6,12,4,2012,706,1,1307,23,0,Single,2,55,2
2942,Graduation,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,4,7,3,2013,519,1,486,15,1,Single,2,50,4
1173,Master,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,3,10,4,2013,429,0,2252,13,3,Together,2,67,0
4381,PhD,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,6,8,3,2013,475,2,235,17,0,Together,4,43,3
4611,Graduation,105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,0,1,1,2013,684,0,1724,30,3,Together,2,44,0
3376,Master,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,4,12,4,2013,358,1,235,11,0,Single,2,44,4
4679,Master,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,4,5,2,2014,197,1,1092,28,0,Together,3,37,2
10928,Graduation,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,0,9,3,2013,446,1,599,17,0,Together,3,56,1
4248,Master,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,0,2,1,2014,292,0,2008,19,1,Single,1,54,0
6728,Graduation,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,0,8,3,2012,831,1,48,6,0,Together,3,29,3
6661,Graduation,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,5,12,4,2012,728,1,1174,32,0,Together,3,40,1
4725,PhD,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,6,4,2,2014,237,1,67,7,0,Together,3,64,4
3277,Graduation,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,3,3,1,2012,1003,1,365,15,0,Single,2,59,3
5555,Graduation,153924.0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,2014,157,0,6,0,0,Single,1,39,4
2564,Graduation,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,1,4,2,2014,249,1,165,10,0,Together,3,61,3
946,2n Cycle,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,5,9,3,2012,805,0,210,11,0,Together,2,56,3
3867,PhD,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,5,8,3,2013,462,1,1095,26,0,Together,3,67,2
6940,PhD,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,0,10,4,2013,411,3,223,12,1,Single,4,48,3
55,Graduation,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,3,7,3,2012,877,1,597,22,0,Together,3,51,1
7093,Graduation,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,3,11,4,2013,387,1,22,4,0,Together,3,29,3
5084,Graduation,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,2,12,4,2013,346,1,1064,24,0,Single,2,39,2
1777,Basic,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,0,7,3,2012,880,0,74,6,0,Together,2,34,3
8162,Master,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,1,1,1,2013,704,0,26,5,0,Together,2,58,4
10826,Graduation,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,4,12,4,2012,708,0,60,5,0,Together,2,55,3
8754,PhD,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,3,5,2,2013,569,1,20,4,0,Together,3,40,3
1987,Basic,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,2,9,3,2013,437,1,59,7,0,Single,2,27,4
11007,PhD,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,3,9,3,2013,457,1,34,5,0,Together,3,46,3
7426,2n Cycle,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,3,7,3,2013,513,2,198,12,0,Together,4,43,3
9153,PhD,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,0,7,3,2013,495,1,1048,28,0,Together,3,50,2
10379,Master,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,6,8,3,2013,482,2,574,21,0,Single,3,52,1
9204,Graduation,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,6,12,4,2012,727,1,1029,17,0,Single,2,44,2
3197,Graduation,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,0,12,4,2013,355,1,670,20,0,Together,3,34,2
2920,PhD,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,3,1,1,2012,1059,1,990,16,0,Single,2,39,1
6961,Graduation,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,3,5,2,2014,198,2,11,4,0,Together,4,40,3
4673,PhD,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,1,10,4,2012,767,1,1241,21,2,Together,3,51,2
9937,Graduation,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,5,2,1,2014,308,0,576,17,0,Single,1,35,2
8779,2n Cycle,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,6,6,2,2013,538,1,172,12,2,Together,3,29,3
9596,PhD,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,0,12,4,2013,348,0,664,20,0,Single,1,34,2
2891,Graduation,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,4,10,4,2013,414,1,928,23,0,Single,2,51,2
4910,Graduation,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,3,8,3,2012,828,0,2074,30,0,Single,1,47,0
75,2n Cycle,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,3,7,3,2013,499,0,467,15,0,Together,2,32,1
10120,Graduation,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,3,10,4,2013,408,1,257,12,0,Together,3,59,3
6327,Graduation,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,3,12,4,2013,352,0,1146,17,0,Together,2,47,2
10142,PhD,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,2,7,3,2013,521,1,689,20,0,Single,2,38,2
9826,PhD,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,6,12,4,2012,727,0,2114,22,1,Single,1,42,0
1501,PhD,160803.0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,6,4,2,2012,972,0,1717,44,0,Together,2,32,2
10767,PhD,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,4,5,2,2014,204,0,1346,21,2,Together,2,25,0
7279,PhD,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,0,9,3,2013,432,0,1044,15,0,Together,2,45,2
7230,PhD,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,1,4,2,2012,970,1,493,22,2,Single,2,54,1
143,Graduation,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,6,8,3,2013,468,0,957,13,0,Single,1,44,2
450,Master,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,5,12,4,2013,364,1,270,12,0,Together,3,56,3
9316,Basic,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,0,2,1,2013,663,0,29,5,0,Together,2,62,4
6379,Master,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,2,5,2,2013,556,2,121,9,1,Single,3,65,4
9239,Master,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,4,7,3,2013,498,2,126,8,0,Together,4,53,3
8315,Graduation,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,2,3,1,2014,255,0,23,4,0,Single,1,19,4
2868,PhD,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,6,8,3,2013,489,2,57,8,1,Single,3,65,4
10888,Graduation,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,0,3,1,2013,635,0,636,20,0,Single,1,53,2
1277,Graduation,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,3,9,3,2014,93,0,1004,28,1,Together,2,54,2
9977,Graduation,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,1,9,3,2013,445,1,734,20,0,Single,2,41,2
10196,Graduation,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,2,12,4,2014,3,2,614,20,0,Together,4,36,1
6384,Graduation,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,6,11,4,2014,34,1,1453,21,1,Single,2,36,2
8029,Master,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,1,4,2,2014,221,0,1621,15,4,Single,1,26,0
968,Master,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,3,12,4,2013,345,1,187,12,0,Single,2,46,4
6988,Graduation,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,1,10,4,2013,431,1,1443,22,2,Together,3,28,2
4472,PhD,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,4,6,2,2014,162,1,57,6,0,Single,2,44,4
6991,Graduation,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,4,10,4,2013,428,1,637,20,0,Single,2,63,1
3336,PhD,66375.0,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,3,11,4,2013,380,1,948,14,1,Together,3,66,1
4301,Master,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,1,10,4,2013,431,1,59,5,2,Together,3,43,4
1940,Graduation,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,5,12,4,2013,364,1,18,4,0,Together,3,28,3
1272,Master,55250.0,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,6,10,4,2012,776,1,903,26,0,Single,2,49,2
1388,Graduation,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,2,2,1,2013,654,1,112,8,0,Single,2,39,4
1044,Graduation,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,1,5,2,2013,571,0,596,20,0,Together,2,61,1
6969,Graduation,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,0,7,3,2013,516,1,233,13,0,Together,3,32,3
10479,PhD,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,3,7,3,2012,877,0,1511,11,0,Together,2,39,2
3619,2n Cycle,87305.0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,6,9,3,2012,804,0,1152,17,2,Single,1,54,0
1715,Graduation,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,5,11,4,2013,399,1,48,7,0,Together,3,36,3
10159,Graduation,58710.0,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,6,3,1,2013,615,1,1185,31,0,Single,2,44,2
1463,Graduation,45160.0,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,5,3,1,2014,252,2,21,4,0,Single,3,56,4
5114,Master,74806.0,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,2,12,4,2012,717,1,965,16,0,Together,3,49,1
4990,Graduation,59111.0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,1,2,1,2013,669,0,869,21,0,Together,2,60,1
4329,PhD,18988.0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,4,5,2,2014,197,1,16,6,0,Together,3,30,4
10936,Graduation,72190.0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,2,2,1,2013,661,0,1947,16,0,Together,2,49,0
4692,Graduation,7500.0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,6,1,1,2012,1063,1,71,12,2,Together,3,38,3
7212,Graduation,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,2,8,3,2014,122,1,65,6,0,Together,3,48,4
6086,Graduation,80395.0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,5,11,4,2013,378,0,1380,24,1,Together,2,59,0
437,Master,75012.0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,5,1,1,2014,315,0,1027,23,0,Single,1,38,0
11171,Master,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,6,11,4,2013,391,3,411,21,0,Together,5,49,1
11101,Graduation,89891.0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,0,4,2,2013,600,0,836,26,1,Together,2,23,2
5329,PhD,35946.0,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,4,9,3,2013,435,2,11,4,0,Single,3,65,4
610,PhD,53593.0,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,6,7,3,2012,881,2,480,23,0,Together,4,61,1
